# Motion detection test timing, WILD-SIFK, dev build with Metro, re-measure of ww-mobile-app #273 after #326
# Started 2026-09-23 09:53:19. Times are MM:SS.mmm from the start of the capture.
# himax = COM6 @ 921600 (given)
# nrf   = COM5 @ 115200 (given)
#
[01:58.249] nrf   | <info> app: Conn params applied: interval 156 units (195ms), timeout 4000ms
[02:42.948] app   | Written AI getop -1 to the device WILD-SIFK (09:56:03-776)
[02:43.432] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[02:43.432] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[02:43.432] himax | **** WW500 MD. (WW500_C02) Built: 05:31:27 Sep 15 2026 ****
[02:43.432] himax | Git branch: 'dev' bcb45deb
[02:43.432] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[02:43.432] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0001 WAKE signal
[02:43.432] himax | Camera: HM0360
[02:43.432] himax | PCA9574 present at 0x20
[02:43.432] himax | Initialised LED Flash
[02:43.432] himax | HM0360 present at 0x24
[02:43.432] himax | Main camera present at 0x24
[02:43.432] himax | ### Warm Boot ###
[02:43.432] himax | Woke at 2024:01:01 00:00:33 
[02:43.432] himax | BLE wake
[02:43.432] himax | Initialising FreeRTOS tasks
[02:43.432] himax | Created task 'CLI' Priority 4
[02:43.432] himax | Created task 'IFTask' Priority 3
[02:43.432] himax | Created task 'FAT' Priority 2
[02:43.432] himax | Created task 'IMAGE' Priority 1
[02:43.432] himax | FreeRTOS scheduler started.
[02:43.432] himax | Starting CLI Task
[02:43.432] himax | Enter 'help' to view a list of available commands.
[02:43.432] himax | cmd> Starting IFTask
[02:43.432] himax | I2C slave instance 0 configured at address 0x62
[02:43.432] himax | I2C buffers have 256 bytes, payload is 244
[02:43.432] himax | Starting FatFS Task
[02:43.432] nrf   | BLE in: Received  11 bytes 'AI getop -1'
[02:43.432] nrf   | <info> app: AI processor is in DPD. Waking it. (getop -1)
[02:43.616] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Wake
[02:43.702] himax | Mounting FatFS on SD card OK
[02:43.702] himax | Directory '/MANIFEST' exists
[02:43.702] himax | SD card initialised. CWD is '0:/'
[02:43.702] himax | Loading configuration: CWD is '0:/MANIFEST'
[02:43.702] himax | 'CONFIG.TXT' found. (Next image #204), camera enabled. Flash brightness 50
[02:43.702] himax | Retaining existing images directory (9 <= 100) '/MEDIA/859b722a/IMAGES.000'
[02:43.702] himax | Directory '/MEDIA/859b722a/IMAGES.000' exists
[02:43.702] himax | FatFs setup took 203ms
[02:43.702] himax | Inactivity period set at 1000ms
[02:43.702] himax | Starting Image Task
[02:43.702] himax | Image 640 x 480. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[02:43.702] himax | Initialising HM0360 at 0x24 (p.u. delay 1ms)
[02:43.702] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[02:43.702] himax |    Inhibiting MD
[02:43.702] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[02:43.702] himax | HM0360 MD sensitivity 1
[02:43.702] himax | [LS] In ledFlashSetFlashModeFromOpParam with 2 Mode 2
[02:43.702] himax | Initialising NN with 2412/ETHOS-U 2411 library. Arena size 524288
[02:43.702] himax | Ethos-U55 device initialised
[02:43.702] himax | Looking for model '1V1.TFL' in flash or SD card
[02:43.702] himax | Flash ID 0xEF initialised
[02:43.702] himax | Model file name in flash is '1V1.TFL'
[02:43.702] himax | Flash already contains model '1V1.TFL'; loading from flash.
[02:43.702] himax | There are 2 classes (2)
[02:43.702] himax | Initialised neural network.
[02:43.702] himax | Image sensor and data path initialised for camera HM0360
[02:43.702] himax |   Camera system enabled.
[02:43.702] himax |   Neural network enabled.
[02:43.702] himax |   Flash LED(s) in use: 2
[02:43.702] himax |   Flash brightness: 50%
[02:43.702] himax |   Flash is currently armed.
[02:43.702] himax |   MD disabled.
[02:43.702] himax |   Timelapse disabled.
[02:43.702] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:33Z'
[02:43.702] himax | Received I2C message.
[02:43.702] himax | MKL62BA command received: 'selftest'
[02:43.702] himax | selfTest 0000
[02:43.702] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[02:43.702] himax | Received I2C message.
[02:43.702] himax | MKL62BA command received: 'getop -1'
[02:43.702] himax | OpParams 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 
[02:43.702] himax | Sending 113 bytes: Header 4, payload 107, checksum 2 'OpParams 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:43.816] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Error bits = 0x0000
[02:44.046] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0xD530)
[02:44.046] nrf   | <info> app: BLE and AI time differ by 564s - too much!
[02:44.046] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[02:44.046] nrf   | BLE out: Sent   5 bytes: 'Wake'
[02:44.046] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[02:44.046] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[02:44.046] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[02:44.046] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[02:44.046] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[02:44.046] nrf   | <info> app: Can't send UTC
[02:44.046] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[02:44.046] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[02:44.046] nrf   | <info> app: AI State machine scheduler called with event 12 'Msg to AI'
[02:44.046] nrf   | Sending 'getop -1' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:44.046] nrf   | <info> app: I2C RX payload 107/250 bytes. Response type is 4. CRC OK (0xF9DA)
[02:44.046] nrf   | <info> app: AI processor replies: 'OpParams 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:44.046] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:44.046] nrf   | BLE out: Sent 108 bytes: 'OpParams 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:44.082] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: OpParams 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 
[02:44.321] app   | [MotionDetectionStream] Current OPs: 204 81 53 17 339 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0
[02:44.321] app   | [MotionDetectionStream] Setting test mode bits via session
[02:44.321] app   | TX Hex: 4149207365746f702031382038
[02:44.321] app   | Written AI setop 18 8 to the device WILD-SIFK (09:56:05-154)
[02:44.581] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 18 = 8
[02:44.628] himax | Received I2C message.
[02:44.628] himax | MKL62BA command received: 'setop 18 8'
[02:44.628] himax | Set OpParam 18 = 8
[02:44.628] himax | Sending 24 bytes: Header 4, payload 18, checksum 2 'Set OpParam 18 = 8'
[02:44.628] himax | Config saved (op params persisted).
[02:44.662] nrf   | BLE in: Received  13 bytes 'AI setop 18 8'
[02:44.662] nrf   | Sending 'setop 18 8' to AI processor (4 ctrl bytes, 10 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:44.662] nrf   | <info> app: I2C RX payload 18/250 bytes. Response type is 4. CRC OK (0x17F8)
[02:44.662] nrf   | <info> app: AI processor replies: 'Set OpParam 18 = 8'
[02:44.662] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:44.662] nrf   | BLE out: Sent  19 bytes: 'Set OpParam 18 = 8'
[02:44.914] app   | [FlashHold] flash on F5:3F:88:C6:81:06 already in mode 2, nothing to put back
[02:44.914] app   | [MotionDetectionStream] Setting INTERVAL_BEFORE_DPD=2500 to prevent sleep during test
[02:44.914] app   | TX Hex: 4149207365746f7020382032353030
[02:44.966] app   | Written AI setop 8 2500 to the device WILD-SIFK (09:56:05-798)
[02:45.173] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 8 = 2500
[02:45.243] himax | Received I2C message.
[02:45.243] himax | MKL62BA command received: 'setop 8 2500'
[02:45.243] himax | Set OpParam 8 = 2500
[02:45.243] himax | Sending 26 bytes: Header 4, payload 20, checksum 2 'Set OpParam 8 = 2500'
[02:45.243] himax | Config saved (op params persisted).
[02:45.265] nrf   | BLE in: Received  15 bytes 'AI setop 8 2500'
[02:45.265] nrf   | Sending 'setop 8 2500' to AI processor (4 ctrl bytes, 12 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:45.265] nrf   | <info> app: I2C RX payload 20/250 bytes. Response type is 4. CRC OK (0x8362)
[02:45.265] nrf   | <info> app: AI processor replies: 'Set OpParam 8 = 2500'
[02:45.265] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:45.265] nrf   | BLE out: Sent  21 bytes: 'Set OpParam 8 = 2500'
[02:45.447] app   | [MotionDetectionStream] Setting MD sensitivity to 1
[02:45.450] app   | TX Hex: 4149206d642031
[02:45.481] app   | Written AI md 1 to the device WILD-SIFK (09:56:06-309)
[02:45.847] himax | Received I2C message.
[02:45.847] himax | MKL62BA command received: 'md 1'
[02:45.847] himax | HM0360 MD sensitivity 1
[02:45.847] himax | MD sensitivity set to 1
[02:45.847] himax | Sending 29 bytes: Header 4, payload 23, checksum 2 'MD sensitivity set to 1'
[02:45.880] nrf   | BLE in: Received   7 bytes 'AI md 1'
[02:45.880] nrf   | Sending 'md 1' to AI processor (4 ctrl bytes, 4 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:45.880] nrf   | <info> app: I2C RX payload 23/250 bytes. Response type is 4. CRC OK (0x2216)
[02:45.880] nrf   | <info> app: UNHANDLED event Wake (MD) in PROCESSING
[02:45.880] nrf   | <info> app: AI state changed from PROCESSING to SLEEP
[02:46.762] himax | Inactive for 1000ms
[02:46.762] himax | Saved state to SD card. Image sequence number = 204
[02:46.762] himax | Image task ready to sleep.
[02:46.762] himax | Sending 110 bytes: Header 4, payload 104, checksum 2 'Sleep 204 81 53 17 339 3 500 0 2500 50 1 0 100 2 1 1 18 1 8 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:46.762] himax | IF task ready to sleep.
[02:46.762] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[02:46.762] himax |    Inhibiting MD
[02:46.762] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[02:46.762] himax |  No LED flashes.
[02:46.762] himax | >>> Entering DPD at 2024:01:01 00:00:36
[02:46.795] nrf   | <info> app: I2C RX payload 104/250 bytes. Response type is 4. CRC OK (0x5B82)
[02:50.465] app   | [MotionDetectionStream] md command failed (non-critical)
[02:50.465] app   | [MotionDetectionStream] Sending capture command (attempt 1/4)
[02:50.465] app   | TX Hex: 4149206361707475726520323020353030
[02:50.581] app   | Written AI capture 20 500 to the device WILD-SIFK (09:56:11-416)
[02:50.729] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[02:50.729] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[02:50.729] himax | **** WW500 MD. (WW500_C02) Built: 05:31:27 Sep 15 2026 ****
[02:50.729] himax | Git branch: 'dev' bcb45deb
[02:50.729] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[02:50.729] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0001 WAKE signal
[02:50.729] himax | Camera: HM0360
[02:50.729] himax | PCA9574 present at 0x20
[02:50.729] himax | Initialised LED Flash
[02:50.729] himax | HM0360 present at 0x24
[02:50.729] himax | Main camera present at 0x24
[02:50.729] himax | ### Warm Boot ###
[02:50.729] himax | Woke at 2024:01:01 00:00:36 
[02:50.729] himax | BLE wake
[02:50.729] himax | Initialising FreeRTOS tasks
[02:50.729] himax | Created task 'CLI' Priority 4
[02:50.729] himax | Created task 'IFTask' Priority 3
[02:50.729] himax | Created task 'FAT' Priority 2
[02:50.729] himax | Created task 'IMAGE' Priority 1
[02:50.729] himax | FreeRTOS scheduler started.
[02:50.729] himax | Starting CLI Task
[02:50.729] himax | Enter 'help' to view a list of available commands.
[02:50.729] himax | cmd> Starting IFTask
[02:50.729] himax | I2C slave instance 0 configured at address 0x62
[02:50.729] himax | I2C buffers have 256 bytes, payload is 244
[02:50.729] himax | Starting FatFS Task
[02:50.765] nrf   | BLE in: Received  17 bytes 'AI capture 20 500'
[02:50.765] nrf   | <info> app: AI processor is in DPD. Waking it. (capture 20 500)
[02:51.030] himax | Mounting FatFS on SD card OK
[02:51.030] himax | Directory '/MANIFEST' exists
[02:51.030] himax | SD card initialised. CWD is '0:/'
[02:51.030] himax | Loading configuration: CWD is '0:/MANIFEST'
[02:51.030] himax | 'CONFIG.TXT' found. (Next image #204), camera enabled. Flash brightness 50
[02:51.030] himax | Retaining existing images directory (9 <= 100) '/MEDIA/859b722a/IMAGES.000'
[02:51.030] himax | Directory '/MEDIA/859b722a/IMAGES.000' exists
[02:51.030] himax | FatFs setup took 203ms
[02:51.030] himax | Inactivity period set at 2500ms
[02:51.030] himax | Starting Image Task
[02:51.030] himax | Image 640 x 480. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[02:51.030] himax | Initialising HM0360 at 0x24 (p.u. delay 1ms)
[02:51.030] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[02:51.030] himax |    Inhibiting MD
[02:51.030] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[02:51.030] himax | HM0360 MD sensitivity 1
[02:51.030] himax | [LS] In ledFlashSetFlashModeFromOpParam with 2 Mode 2
[02:51.030] himax | Initialising NN with 2412/ETHOS-U 2411 library. Arena size 524288
[02:51.030] himax | Ethos-U55 device initialised
[02:51.030] himax | Looking for model '1V1.TFL' in flash or SD card
[02:51.030] himax | Flash ID 0xEF initialised
[02:51.030] himax | Model file name in flash is '1V1.TFL'
[02:51.030] himax | Flash already contains model '1V1.TFL'; loading from flash.
[02:51.030] himax | There are 2 classes (2)
[02:51.030] himax | Initialised neural network.
[02:51.030] himax | Image sensor and data path initialised for camera HM0360
[02:51.030] himax |   Camera system enabled.
[02:51.030] himax |   Neural network enabled.
[02:51.030] himax |   Flash LED(s) in use: 2
[02:51.030] himax |   Flash brightness: 50%
[02:51.030] himax |   Flash is currently armed.
[02:51.030] himax |   MD disabled.
[02:51.030] himax |   Timelapse disabled.
[02:51.030] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:37Z'
[02:51.030] himax | Received I2C message.
[02:51.030] himax | MKL62BA command received: 'selftest'
[02:51.030] himax | selfTest 0000
[02:51.030] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[02:51.030] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Wake
[02:51.030] app   | [OpCache] dropped on wake for F5:3F:88:C6:81:06
[02:51.197] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Error bits = 0x0000
[02:51.247] himax | Received I2C message.
[02:51.247] himax | MKL62BA command received: 'capture 20 500'
[02:51.247] himax | About to capture 20 images with an interval of '500' milliseconds
[02:51.247] himax | Sending 71 bytes: Header 4, payload 65, checksum 2 'About to capture 20 images with an interval of '500' milliseconds'
[02:51.247] himax | Images to capture: 20
[02:51.247] himax | Interval: 500ms
[02:51.247] himax |    Interval of 500ms gives sleep count = 0x4018
[02:51.247] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=500 sleepCount = 0x4018
[02:51.247] himax | Class 'no person': 44.0% (raw: -31)
[02:51.247] himax | Class 'person': 56.0% (raw: 31)
[02:51.247] himax | Class 0 'no person' = logit -31
[02:51.247] himax | Class 1 'person' = logit 31
[02:51.247] himax | TARGET OBJECT DETECTED!
[02:51.247] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:51.247] himax | Score 31/128 (Threshold 18)
[02:51.247] himax | HM0360 AE regs:
[02:51.247] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:51.381] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0x19F4)
[02:51.381] nrf   | <info> app: BLE and AI time differ by 568s - too much!
[02:51.381] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[02:51.381] nrf   | BLE out: Sent   5 bytes: 'Wake'
[02:51.381] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[02:51.381] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[02:51.381] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[02:51.381] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[02:51.381] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[02:51.381] nrf   | <info> app: Can't send UTC
[02:51.381] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[02:51.381] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[02:51.381] nrf   | <info> app: AI State machine scheduler called with event 12 'Msg to AI'
[02:51.381] nrf   | Sending 'capture 20 500' to AI processor (4 ctrl bytes, 14 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:51.381] nrf   | <info> app: I2C RX payload 65/250 bytes. Response type is 4. CRC OK (0x8AA3)
[02:51.381] nrf   | <info> app: AI processor replies: 'About to capture 20 images with an interval of '500' milliseconds'
[02:51.381] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:51.381] nrf   | BLE out: Sent  66 bytes: 'About to capture 20 images with an interval of '500' milliseconds'
[02:51.381] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:51.381] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:51.381] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xF094)
[02:51.398] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: About to capture 20 images with an interval of '500' milliseconds
[02:51.531] app   | [MotionDetectionStream] Capture confirmed on attempt 1
[02:51.531] app   | [MotionDetectionStream] Capture 20 frames @ 500ms — firmware running.
[02:51.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:51.562] himax | HM0360 motion in 0 blocks:
[02:51.562] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:51.562] himax | Skipping file save.
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:51.631] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:51.688] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:51.688] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:51.688] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:51.688] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:51.713] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:51.713] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:51.751] himax | Class 'no person': 46.0% (raw: -21)
[02:51.751] himax | Class 'person': 54.1% (raw: 21)
[02:51.751] himax | Class 0 'no person' = logit -21
[02:51.751] himax | Class 1 'person' = logit 21
[02:51.751] himax | TARGET OBJECT DETECTED!
[02:51.751] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:51.751] himax | Score 21/128 (Threshold 18)
[02:51.751] himax | HM0360 AE regs:
[02:51.751] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:51.751] himax | HM0360 motion in 0 blocks:
[02:51.751] himax | 00 00 00 00 00 00 00 
[02:51.751] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:51.751] himax | Skipping file save.
[02:51.885] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:51.996] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:51.996] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:51.996] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xF094)
[02:51.996] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:51.996] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:51.996] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:51.996] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:52.000] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:52.000] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:52.000] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:52.000] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:52.014] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:52.014] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:52.097] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:52.099] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:52.273] himax | Class 'no person': 48.0% (raw: -10)
[02:52.273] himax | Class 'person': 52.0% (raw: 10)
[02:52.273] himax | Class 0 'no person' = logit -10
[02:52.273] himax | Class 1 'person' = logit 10
[02:52.273] himax | Target object not detected.
[02:52.273] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:52.273] himax | Score 10/128 (Threshold 18)
[02:52.273] himax | HM0360 AE regs:
[02:52.273] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:52.273] himax | HM0360 motion in 0 blocks:
[02:52.273] himax | 0 00 00 00 00 00 00 
[02:52.273] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:52.273] himax | Skipping file save.
[02:52.374] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:52.529] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:52.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:52.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:52.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:52.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:52.531] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:52.612] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:52.612] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:52.612] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xF094)
[02:52.612] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:52.612] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:52.612] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:52.612] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:52.782] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:52.782] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:52.782] himax | Class 'no person': 49.0% (raw: -5)
[02:52.782] himax | Class 'person': 51.0% (raw: 5)
[02:52.782] himax | Class 0 'no person' = logit -5
[02:52.782] himax | Class 1 'person' = logit 5
[02:52.782] himax | Target object not detected.
[02:52.782] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:52.782] himax | Score 5/128 (Threshold 18)
[02:52.782] himax | HM0360 AE regs:
[02:52.782] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:52.782] himax | HM0360 motion in 0 blocks:
[02:52.782] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:52.782] himax | Skipping file save.
[02:52.932] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:53.152] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:53.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:53.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:53.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:53.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:53.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:53.215] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:53.215] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:53.215] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xF094)
[02:53.215] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:53.215] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:53.215] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
